Canterbury Girls' High School,,null,,,,,https://web3.canterburg-h.schools.nsw.edu.au/
Canterbury Public School,44 Church Street Canterbury NSW 2193,2193,Southern and Southwest Sydney,02 9718 2884,canterbury-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Canterbury%20Public%20School%2C%2044%20Church%20Street%20Canterbury%20NSW%202193,https://canterbury-p.schools.nsw.gov.au/
Canterbury South Public School,High Street Canterbury NSW 2193,2193,Southern and Southwest Sydney,02 9789 5255,canterburs-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Canterbury%20South%20Public%20School%2C%20High%20Street%20Canterbury%20%20NSW%202193,https://canterburs-p.schools.nsw.gov.au/
Capertee Public School,"Castlereagh Highway Capertee NSW, 2846",2846,Central West,02 6359 0175,capertee-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Capertee%20Public%20School%2C%20Castlereagh%20Highway%20Capertee%20NSW%2C%202846,https://capertee-p.schools.nsw.gov.au/
Captains Flat Public School,14 Montgomery Street Captains Flat NSW 2623,2623,Capital Region,02 6236 6253,captainsfl-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Captains%20Flat%20Public%20School%2C%2014%20Montgomery%20Street%20Captains%20Flat%20NSW%202623,https://captainsfl-p.schools.nsw.gov.au/
Caragabal Public School (1907),4 Marsden Street Caragabal NSW 2810,2810,Central West,02 6347 5225,caragabal-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Caragabal%20Public%20School%2C%204%20Marsden%20Street%20Caragabal%20NSW%202810,https://caragabal-p.schools.nsw.gov.au/
Carcoar Public School,13 Icely Street Carcoar NSW 2791,2791,Central West,02 6367 3032,carcoar-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carcoar%20Public%20School%2C%2013%20Icely%20Street%20Carcoar%20NSW%202791,https://carcoar-p.schools.nsw.gov.au/
Cardiff High School,30 Boronia Street Cardiff NSW 2285,2285,Newcastle and Lake Macquarie,02 4954 9966,cardiff-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cardiff%20High%20School%2C%2030%20Boronia%20Street%20Cardiff%20NSW%202285,https://cardiff-h.schools.nsw.gov.au/
Cardiff North Public School,59 Wansbeck Valley Road Cardiff NSW 2285,2285,Newcastle and Lake Macquarie,02 4954 0404,cardiffnth-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cardiff%20North%20Public%20School%2C%2059%20Wansbeck%20Valley%20Road%20Cardiff%20NSW%202285,https://cardiffnth-p.schools.nsw.gov.au/
Cardiff Public School (1891),,null,,,,,https://trove.nla.gov.au/nbdid/7900790
Cardiff South Public School,9 Lake Avenue Cardiff South NSW 2285,2285,Newcastle and Lake Macquarie,02 4954 7296,cardiffsth-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cardiff%20South%20Public%20School%2C%209%20Lake%20Avenue%20Cardiff%20South%20NSW%202285,https://cardiffsth-p.schools.nsw.gov.au/
Carenne School,158 Browning Street Bathurst NSW 2795,2795,Central West,02 6331 1753,carenne-s.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carenne%20School%2C%20158%20Browning%20Street%20Bathurst%20%20NSW%20%202795,https://carenne-s.schools.nsw.gov.au/
Cargo Public School,10 Hamilton Street Cargo NSW 2800,2800,Central West,02 6364 3093,cargo-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cargo%20Public%20School%2C%2010%20Hamilton%20Street%20Cargo%20NSW%202800,https://cargo-p.schools.nsw.gov.au/
Carinda Public School,McNamara Street Carinda NSW 2831,2831,Dubbo,02 6823 2235,carinda-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carinda%20Public%20School%2C%20McNamara%20Street%20Carinda%20NSW%202831,https://carinda-p.schools.nsw.gov.au/
Caringbah High School,85 Willarong Road Caringbah NSW 2229,2229,Southern and Southwest Sydney,02 9524 3859,caringbah-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Caringbah%20High%20School%2C%2085%20Willarong%20Road%20Caringbah%20NSW%202229,https://caringbah-h.schools.nsw.gov.au/
Caringbah North Public School,125 Cawarra Road Caringbah NSW 2229,2229,Southern and Southwest Sydney,02 9524 6098,caringbahn-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Caringbah%20North%20Public%20School%2C%20125%20Cawarra%20Road%20Caringbah%20NSW%202229,https://caringbahn-p.schools.nsw.gov.au/
Caringbah Public School,"Port Hacking Road, Caringbah NSW 2229",2229,Southern and Southwest Sydney,02 9524 7217,caringbah-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Caringbah%20Public%20School%2C%20Port%20Hacking%20Road%2C%20Caringbah%20NSW%202229,https://caringbah-p.schools.nsw.gov.au/
Carinya School,Colebourne Ave Mortdale NSW 2223,2223,Southern and Southwest Sydney,02 9580 2852,carinya-s.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carinya%20School%2C%20Colebourne%20Ave%20Mortdale%20NSW%202223,https://carinya-s.schools.nsw.gov.au/
Carlingford High School,547 North Rocks Road Carlingford NSW 2118,2118,Western Sydney and Blue Mountains,02 9871 4222,carlingfor-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carlingford%20High%20School%2C%20547%20North%20Rocks%20Road%20Carlingford%20NSW%202118,https://carlingfor-h.schools.nsw.gov.au/
Carlingford Public School,Rickard Street Carlingford NSW 2118,2118,Western Sydney and Blue Mountains,02 9871 6983, carlingfor-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carlingford%20Public%20School%2C%20Rickard%20Street%20Carlingford%20NSW%202118,https://carlingfor-p.schools.nsw.gov.au/
Carlingford West Public School,,null,,,,,https://www.carlingfordwest.nsw.edu.au/
Carlton Public School,60 Cameron Street Bexley NSW 2207,2207,Southern and Southwest Sydney,02 9587 3717,carlton-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carlton%20Public%20School%2C%2060%20Cameron%20Street%20Bexley%20NSW%202207,https://carlton-p.schools.nsw.gov.au/
Carlton South Public School (1922),67 Jubilee Avenue Carlton NSW 2218,2218,Southern and Southwest Sydney,02 9587 5777,carltonsth-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carlton%20South%20Public%20School%2C%2067%20Jubilee%20Avenue%20Carlton%20NSW%202218,https://carltonsth-p.schools.nsw.gov.au/
Caroline Chisholm School,Napoli Street Padstow NSW 2211,2211,Southern and Southwest Sydney,02 9709 4661,carolchish-s.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Caroline%20Chisholm%20School%2C%20Napoli%20Street%20Padstow%20NSW%202211,https://carolchish-s.schools.nsw.gov.au/
Carool Public School (1922),411 Carool Road Carool NSW 2486,2486,Richmond - Tweed,07 5590 9876,carool-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carool%20Public%20School%2C%20411%20Carool%20Road%20%20Carool%20NSW%202486,https://carool-p.schools.nsw.gov.au/
Carramar Public School (1924),29 The Horsley Drive Villawood NSW 2163,2163,Southern and Southwest Sydney,02 9724 1850,carramar-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carramar%20Public%20School%2C%2029%20The%20Horsley%20Drive%20Villawood%20NSW%202163,https://carramar-p.schools.nsw.gov.au/about-our-school.html
Carrathool Public School,Glover Street Carrathool NSW 2710,2710,Upper Murray excl Albury,02 6993 5143,carrathool-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carrathool%20Public%20School%2C%20Glover%20Street%20Carrathool%20NSW%202710,https://carrathool-p.schools.nsw.gov.au/
Carrington Public School (1873),,null,,,,,https://researchdata.edu.au/school-returns-carrington-public-school/181778
Carroll Public School,David Street Carroll NSW 2340,2340,Tamworth - Gunnedah,02 6743 1722,carroll-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Carroll%20Public%20School%2C%20David%20Street%20Carroll%20NSW%202340,https://carroll-p.schools.nsw.gov.au/
Cartwright Public School,Willan Drive Cartwright NSW 2168,2168,Southern and Southwest Sydney,02 9607 7979,cartwright-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cartwright%20Public%20School%2C%20Willan%20Drive%20Cartwright%20NSW%202168,https://cartwright-p.schools.nsw.gov.au/
Cascade Environmental Education Centre,700 Briggsvale Road Cascade NSW 2453,2453,Armidale,02 6657 4188,cascade-e.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cascade%20Environmental%20Education%20Centre%2C%20700%20Briggsvale%20Road%20Cascade%20NSW%202453,https://cascade-e.schools.nsw.gov.au/
Casino High School,90 Queensland Rd Casino NSW 2470,2470,Richmond - Tweed,02 6662 3077,casino-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Casino%20High%20School%2C%2090%20Queensland%20Rd%20Casino%20NSW%202470,https://casino-h.schools.nsw.gov.au/
Casino Public School (1861),31 Walker Street Casino NSW 2470,2470,Richmond - Tweed,02 6662 1113,casino-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Casino%20Public%20School%2C%2031%20Walker%20Street%20Casino%20NSW%202470,https://casino-p.schools.nsw.gov.au/about-our-school.html
Casino West Public School,84 Hotham Street Casino NSW 2470,2470,Richmond - Tweed,02 6662 1916,casinowest-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Casino%20West%20Public%20School%2C%2084%20Hotham%20Street%20Casino%20NSW%20%202470,https://casinowest-p.schools.nsw.gov.au/
Cassilis Public School,37 Coolah Road Cassilis NSW 2329,2329,Central West,02 6376 1009,cassilis-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cassilis%20Public%20School%2C%2037%20Coolah%20Road%20Cassilis%20NSW%202329,https://cassilis-p.schools.nsw.gov.au/
Castle Cove Public School,Kendall Road Castle Cove NSW 2069,2069,Central and Northern Sydney,02 9417 1039,castlecove-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Castle%20Cove%20Public%20School%2C%20Kendall%20Road%20Castle%20Cove%20NSW%202069,https://castlecove-p.schools.nsw.gov.au/
Castle Hill High School,Castle Street Castle Hill NSW 2154,2154,Western Sydney and Blue Mountains,02 9634 4199,castlehill-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Castle%20Hill%20High%20School%2C%20Castle%20Street%20Castle%20Hill%20NSW%202154,https://castlehill-h.schools.nsw.gov.au/
Castle Hill Public School (1879),,null,,,,,https://en.wikipedia.org/wiki/Castle_Hill_Public_School
Castlereagh Public School,"Post Office Road, Castlereagh NSW 2749",2749,Western Sydney and Blue Mountains,02 4776 1197,castlereag-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Castlereagh%20Public%20School%2C%20Post%20Office%20Road%2C%20Castlereagh%20NSW%202749,https://castlereag-p.schools.nsw.gov.au/
Casuarina School,120 Piccadilly Street Riverstone NSW 2765,2765,Western Sydney and Blue Mountains,02 9838 1200,casuarina-s.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Casuarina%20School%2C%20120%20Piccadilly%20Street%20Riverstone%20NSW%202765,https://casuarina-s.schools.nsw.gov.au/
Casula High School,Myall Road Casula NSW 2170,2170,Southern and Southwest Sydney,02 9602 4320,casula-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Casula%20High%20School%2C%20Myall%20Road%20Casula%20NSW%202170,https://casula-h.schools.nsw.gov.au/
Casula Public School,De Meyrick Avenue Casula NSW 2170,2170,Southern and Southwest Sydney,02 9602 3170,casula-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Casula%20Public%20School%2C%20De%20Meyrick%20Avenue%20Casula%20NSW%202170,https://casula-p.schools.nsw.gov.au/
Cattai Public School (1886),,null,,,,,https://www.hawkesbury.org/name/cattai-public-school.html
Caves Beach Public School,Park Ave Caves Beach Swansea NSW 2281,2281,Newcastle and Lake Macquarie,02 4971 1838,cavesbeach-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Caves%20Beach%20Public%20School%2C%20Park%20Ave%20Caves%20Beach%20Swansea%20NSW%202281,https://cavesbeach-p.schools.nsw.gov.au/
Cawdor Public School,"685 Cawdor Road, Cawdor NSW 2570",2570,Southern and Southwest Sydney,02 4636 6133,cawdor-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cawdor%20Public%20School%2C%20685%20Cawdor%20Road%2C%20Cawdor%20NSW%202570,https://cawdor-p.schools.nsw.gov.au/
Cecil Hills High School,,null,,,,,https://www.cecilhillshigh.nsw.edu.au/
Cecil Hills Public School,,null,,,,,https://cecilhillspublicschool.com/
Centaur Public School,Eucalyptus Drive (PO Box 63) Banora Point NSW 2486,2486,Richmond - Tweed,07 5524 9655,centaur-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Centaur%20Primary%20School%2C%20Eucalyptus%20Drive%20%20(PO%20Box%2063)%20Banora%20Point%20NSW%202486,https://centaur-p.schools.nsw.gov.au/
Centennial Park School,Level 1/78 Avoca Street Randwick NSW 2036,2036,Central and Northern Sydney,02 9310 0588,centennial-s.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Centennial%20Park%20School%2C%20Level%201/78%20Avoca%20Street%20Randwick%20NSW%202036,https://centennial-s.schools.nsw.gov.au/
Central Mangrove Public School (1957),1708 Wisemans Ferry Road Central Mangrove NSW 2250,2250,Hunter Valley excl Newcastle,02 4373 1156,centmangro-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Central%20Mangrove%20Public%20School%2C%201708%20Wisemans%20Ferry%20Road%20Central%20Mangrove%20NSW%202250,https://centmangro-p.schools.nsw.gov.au/
Central Tilba Public School (1900),89 Corkhill Drive Central Tilba NSW 2546,2546,Capital Region,02 4473 7210,centrtilba-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Central%20Tilba%20Public%20School%2C%2089%20Corkhill%20Drive%20Central%20Tilba%20NSW%202546,https://centrtilba-p.schools.nsw.gov.au/
Cessnock East Public School (1928),,null,,,,,https://search.sl.nsw.gov.au/primo-explore/fulldisplay/SLNSW_ALMA21104750780002626/SLNSW
Cessnock High School,Aberdare Road Cessnock NSW 2325,2325,Hunter Valley excl Newcastle,02 4990 1977,cessnock-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cessnock%20High%20School%2C%20Aberdare%20Road%20Cessnock%20NSW%202325,https://cessnock-h.schools.nsw.gov.au/
Cessnock Public School,Rawson Street Cessnock NSW 2325,2325,Hunter Valley excl Newcastle,02 4990 1652,cessnock-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cessnock%20Public%20School%2C%20Rawson%20Street%20Cessnock%20NSW%202325,https://cessnock-p.schools.nsw.gov.au/
Cessnock West Public School,Campbell St and Wollombi Road Cessnock NSW 2325,2325,Hunter Valley excl Newcastle,02 4990 1637,cessnockw-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cessnock%20West%20Public%20School%2C%20Campbell%20St%20and%20Wollombi%20Road%20Cessnock%20NSW%202325,https://cessnockw-p.schools.nsw.gov.au/
Chalmers Road School,23 Chalmers Road Strathfield NSW 2134,2134,Southern and Southwest Sydney,02 9746 6202,chalmersrd-s.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chalmers%20Road%20School%2C%2023%20Chalmers%20Road%20Strathfield%20NSW%202134,https://chalmersrd-s.schools.nsw.gov.au/
Chandler Public School (1881),Waterfall Way Wollomombi NSW 2350,2350,Armidale,02 6778 1335,chandler-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chandler%20Public%20School%2C%20Waterfall%20Way%20Wollomombi%20NSW%202350,https://chandler-p.schools.nsw.gov.au/school-history.html
Charlestown East Public School,James St Charlestown 2290,2290,Newcastle and Lake Macquarie,02 4943 5173,charlestoe-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Charlestown%20East%20Public%20School%2C%20James%20St%20Charlestown%202290,https://charlestoe-p.schools.nsw.gov.au/
Charlestown Public School,15 Frederick Street Charlestown NSW 2290,2290,Newcastle and Lake Macquarie,02 4943 4063 or 02 4943 4137,charlestow-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Charlestown%20Public%20School%2C%2015%20Frederick%20Street%20Charlestown%20NSW%202290,https://charlestow-p.schools.nsw.gov.au/
Charlestown South Public School,Patricia Avenue Charlestown NSW 2290,2290,Newcastle and Lake Macquarie,02 4943 5827,charlestos-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Charlestown%20South%20Public%20School%2C%20Patricia%20Avenue%20Charlestown%20NSW%202290,https://charlestos-p.schools.nsw.gov.au/
Chatham High School,Corner of St Vincent and Davis Street Taree NSW 2430,2430,Mid North Coast,02 6552 2588,chatham-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chatham%20High%20School%2C%20Corner%20of%20St%20Vincent%20and%20Davis%20Street%20Taree%20NSW%202430,https://chatham-h.schools.nsw.gov.au/
Chatham Public School,Chatham Ave Taree NSW 2430,2430,Mid North Coast,02 6551 1081,chatham-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chatham%20Public%20School%2C%20Chatham%20Ave%20Taree%20NSW%202430,https://chatham-p.schools.nsw.gov.au/
Chatswood High School (1959),,null,,,,,https://en.wikipedia.org/wiki/Chatswood_High_School
Chatswood Public School (1884),Pacific Highway Chatswood NSW 2067,2067,Central and Northern Sydney,02 9419 6127,chatswood-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chatswood%20Public%20School%2C%20Pacific%20Highway%20Chatswood%20NSW%202067,https://chatswood-p.schools.nsw.gov.au/
Chatsworth Island Public School (1885),Chatsworth Island Road Chatsworth Island NSW 2469,2469,Inverell - Tenterfield,02 6646 4346,chatsworth-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chatsworth%20Island%20Public%20School%2C%20Chatsworth%20Island%20Road%20Chatsworth%20Island%20NSW%202469,https://chatsworth-p.schools.nsw.gov.au/150-year-sesquicentenary.html
Cheltenham Girls High School (1958),,null,,,,,https://en.wikipedia.org/wiki/Cheltenham_Girls_High_School
Cherrybrook Public School (1971),131 New Line Road Cherrybrook NSW 2126,2126,Central and Northern Sydney,02 9481 8575,cherrybrok-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cherrybrook%20Public%20School%2C%20131%20New%20Line%20Road%20Cherrybrook%20NSW%202126,https://cherrybrok-p.schools.nsw.gov.au/
Cherrybrook Technology High School,,null,,,,,https://cths.nsw.edu.au/
Chertsey Primary School,Willow Road Springfield NSW 2250,2250,Hunter Valley excl Newcastle,02 4325 3963,chertsey-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chertsey%20Primary%20School%2C%20Willow%20Road%20Springfield%20NSW%202250,https://chertsey-p.schools.nsw.gov.au/
Chester Hill High School (1962),,null,,,,,https://en.wikipedia.org/wiki/Chester_Hill_High_School
Chester Hill North Public School (1958),"Campbell Hill Road Chester Hill NSW, 2162",2162,Southern and Southwest Sydney,02 9644 1512,chesterhin-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chester%20Hill%20North%20Public%20School%2C%20Campbell%20Hill%20Road%20Chester%20Hill%20NSW%2C%202162,https://chesterhin-p.schools.nsw.gov.au/
Chester Hill Public School,88 Proctor Parade Chester Hill NSW 2162,2162,Southern and Southwest Sydney,02 9644 1286,chesterhil-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chester%20Hill%20Public%20School%2C%2088%20Proctor%20Parade%20Chester%20Hill%20NSW%202162,https://chesterhil-p.schools.nsw.gov.au/
Chevalier College (1946),,null,,,,,https://www.chevalier.nsw.edu.au/our-college/history-and-heritage/
Chifley College Bidwill Campus,Bunya Road Bidwill NSW 2770,2770,Western Sydney and Blue Mountains,02 9628 2222,bidwill-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Bidwill%20Campus%2C%20Bunya%20Road%20Bidwill%20NSW%202770,https://bidwill-h.schools.nsw.gov.au/
Chifley College Dunheved Campus,"120 Maple Road North St Marys NSW, 2760",2760,Western Sydney and Blue Mountains,02 9623 6600,dunheved-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chifley%20College%20Dunheved%20Campus%2C%20120%20Maple%20Road%20North%20St%20Marys%20NSW%2C%202760,https://dunheved-h.schools.nsw.gov.au/
Chifley College Mount Druitt Campus,Stuart Road Dharruk NSW 2770,2770,Western Sydney and Blue Mountains,02 9625 9750,mtdruitt-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chifley%20College%20Mount%20Druitt%20Campus%2C%20Stuart%20Road%20Dharruk%20NSW%202770,https://mtdruitt-h.schools.nsw.gov.au/
Chifley College Senior Campus (2000),67 North Parade Mount Druitt NSW 2770,2770,Western Sydney and Blue Mountains,02 9625 9920,chifcolsnr-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chifley%20College%20Senior%20Campus%2C%2067%20North%20Parade%20Mount%20Druitt%20NSW%202770,https://chifcolsnr-h.schools.nsw.gov.au/about-our-school/what-we-offer/about-chifley-college.html
Chifley College Shalvey Campus (1974),Noumea Street Shalvey NSW 2770,2770,Western Sydney and Blue Mountains,(02) 9628 9161,shalvey-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chifley%20College%20Shalvey%20Campus%2C%20Noumea%20Street%20Shalvey%20NSW%202770,https://shalvey-h.schools.nsw.gov.au/
Chifley Public School (1962),"Mitchell Street, Malabar NSW 2036",2036,Central and Northern Sydney,02 9661 3014,chifley-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chifley%20Public%20School%2C%20Mitchell%20Street%2C%20%20Malabar%20NSW%202036,https://chifley-p.schools.nsw.gov.au/about-our-school.html
Chillingham Public School,1420 Numinbah Rd Chillingham NSW 2484,2484,Richmond - Tweed,02 6679 1255,chillingha-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chillingham%20Public%20School%2C%201420%20Numinbah%20Rd%20Chillingham%20NSW%202484,https://chillingha-p.schools.nsw.gov.au/
Chipping Norton Public School (1920),Central Avenue Chipping Norton NSW 2170,2170,Southern and Southwest Sydney,02 9724 1565,chippingno-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chipping%20Norton%20Public%20School%2C%20Central%20Avenue%20Chipping%20Norton%20NSW%202170,https://chippingno-p.schools.nsw.gov.au/
Chittaway Bay Public School,Chittaway Road Chittaway Bay NSW 2261,2261,Central Coast,02 4388 2188,chittaway-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chittaway%20Bay%20Public%20School%2C%20Chittaway%20Road%20Chittaway%20Bay%20NSW%202261,https://chittaway-p.schools.nsw.gov.au/
Chullora Public School (1949),Corner of Waterloo and Norfolk Roads Greenacre NSW 2190,2190,Southern and Southwest Sydney,02 9642 4266,chullora-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Chullora%20Public%20School%2C%20Corner%20of%20Waterloo%20and%20Norfolk%20Roads%20Greenacre%20NSW%202190,https://chullora-p.schools.nsw.gov.au/
Clairgate Public School (1981),41-43 Colorado Drive St Clair NSW 2759,2759,Western Sydney and Blue Mountains,02 9670 1408,clairgate-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Clairgate%20Public%20School%2C%2041-43%20Colorado%20Drive%20%20St%20Clair%20NSW%202759,https://clairgate-p.schools.nsw.gov.au/about-our-school.html
Clare Public School (1985),E Clare Road Booligal NSW 2711,2711,Upper Murray excl Albury,03 5020 6896,clare-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Clare%20Public%20School%2C%20E%20Clare%20Road%20Booligal%20NSW%202711,https://clare-p.schools.nsw.gov.au/
Claremont Meadows Public School,Sunflower Drive Claremont Meadows 2747,2747,Western Sydney and Blue Mountains,02 9833 0711,claremontm-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Claremont%20Meadows%20Public%20School%2C%20Sunflower%20Drive%20Claremont%20Meadows%202747,https://claremontm-p.schools.nsw.gov.au/
Clarence Town Public School,82 Queen Street Clarence Town NSW 2321,2321,Hunter Valley excl Newcastle,02 4996 4156,clarenceto-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Clarence%20Town%20Public%20School%2C%2082%20Queen%20Street%20Clarence%20Town%20NSW%202321,https://clarenceto-p.schools.nsw.gov.au/
Clarke Road School,48-58 Clarke Road Hornsby NSW 2077,2077,Central and Northern Sydney,02 9487 2652,clarkerd-s.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Clarke%20Road%20School%2C%2048-58%20Clarke%20Road%20%20Hornsby%20NSW%202077,https://clarkerd-s.schools.nsw.gov.au/
Claymore Public School,Dobell Road Claymore NSW 2559,2559,Southern and Southwest Sydney,02 4626 3988,claymore-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Claymore%20Public%20School%2C%20Dobell%20Road%20Claymore%20NSW%202559,https://claymore-p.schools.nsw.gov.au/
Clemton Park Public School,185 Bexley Road Earlwood NSW 2206,2206,Southern and Southwest Sydney,02 9718 4483,clemtonpk-p.school@det.nsw.edu.au ,https://www.google.com/maps/dir/?api=1&destination=Clemton%20Park%20Public%20School%2C%20185%20Bexley%20Road%20Earlwood%20NSW%202206,https://clemtonpk-p.schools.nsw.gov.au/
Clergate Public School (1879),Gazzard Lane Clergate NSW 2800,2800,Central West,02 6365 8256,clergate-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Clergate%20Public%20School%2C%20Gazzard%20Lane%20Clergate%20NSW%202800,https://clergate-p.schools.nsw.gov.au/about-our-school.html
Cleveland Street Intensive English High School (1856),,null,,,,,https://en.wikipedia.org/wiki/Central_Sydney_Intensive_English_High_School
Clovelly Public School,1 Arden Street Waverley NSW 2024,2024,Central and Northern Sydney,02 9665 6710,clovelly-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Clovelly%20Public%20School%2C%201%20Arden%20Street%20Waverley%20NSW%202024,https://clovelly-p.schools.nsw.gov.au/
Clunes Public School,Walker Street Clunes NSW 2480,2480,Richmond - Tweed,02 6629 1278,clunes-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Clunes%20Public%20School%2C%20Walker%20Street%20Clunes%20NSW%202480,https://clunes-p.schools.nsw.gov.au/
Coal Point Public School,166 Coal Point Road Coal Point NSW 2283,2283,Newcastle and Lake Macquarie,02 4959 1374,coalpoint-p.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Coal%20Point%20Public%20School%2C%20166%20Coal%20Point%20Road%20Coal%20Point%20%20NSW%202283,https://coalpoint-p.schools.nsw.gov.au/
Cobar High School,Wetherell Crescent Cobar NSW 2835,2835,Bourke - Cobar - Coonamble,02 6836 2705,cobar-h.school@det.nsw.edu.au,https://www.google.com/maps/dir/?api=1&destination=Cobar%20High%20School%2C%20Wetherell%20Crescent%20Cobar%20NSW%202835,https://cobar-h.schools.nsw.gov.au/
